iProfile,x,y,Biome,NPP,fBNPP,ANPP,SOC20,SOC40,SOC60,SOC80,SOC100,SOC150,SOC200,BNPP0.5.cm,BNPP5.10.cm,BNPP10.15.cm,BNPP15.20.cm,BNPP20.25.cm,BNPP25.30.cm,BNPP30.35.cm,BNPP35.40.cm,BNPP40.45.cm,BNPP45.50.cm,BNPP50.55.cm,BNPP55.60.cm,BNPP60.65.cm,BNPP65.70.cm,BNPP70.75.cm,BNPP75.80.cm,BNPP80.85.cm,BNPP85.90.cm,BNPP90.95.cm,BNPP95.100.cm,BNPP100.105.cm,BNPP105.110.cm,BNPP110.115.cm,BNPP115.120.cm,BNPP120.125.cm,BNPP125.130.cm,BNPP130.135.cm,BNPP135.140.cm,BNPP140.145.cm,BNPP145.150.cm,BNPP150.155.cm,BNPP155.160.cm,BNPP160.165.cm,BNPP165.170.cm,BNPP170.175.cm,BNPP175.180.cm,BNPP180.185.cm,BNPP185.190.cm,BNPP190.195.cm,BNPP195.200.cm
1707,130.8708321,46.76564957,9,383.4,0.371312561,241.0387641,4702.608,1695.694,981.558,849.4872,668.736,1206.575,1057.32,9.087815726,8.898128314,8.535997801,8.001424185,7.319756447,6.567041527,5.75710614,4.889950286,3.993023428,3.148673955,2.371874301,1.662624466,1.057976902,0.669088966,0.516171084,0.599223259,0.84961614,1.061461681,1.197325693,1.257208174,1.257003677,1.244395854,1.22805446,1.207979495,1.184170959,1.156628851,1.125353173,1.090343924,1.051601103,1.009124712,0.964744541,0.923949962,0.887739044,0.856111786,0.829068189,0.806608253,0.788731977,0.775439361,0.766730406,0.762742621
1708,140.3291654,-4.109350225,1,911.7,0.247333927,686.2056588,3987.588,1774.872,1125.4824,884.9792,672.1704,1398.618,1222.368,37.18188743,35.17027279,31.32991756,25.66082175,18.907509,13.30355023,9.255049255,6.762006064,5.49103396,4.441972847,3.432975432,2.464041716,1.597132653,1.018131105,0.760833957,0.825241208,1.122550803,1.386356574,1.568221037,1.668144191,1.700640238,1.709251782,1.701895658,1.678571868,1.639280412,1.584021288,1.512794498,1.425600042,1.322437918,1.203308128,1.074660573,0.955844959,0.850379414,0.758263937,0.67949853,0.614083192,0.562017923,0.523302723,0.497937592,0.486323032
1709,-88.18750037,33.41564963,3,624,0.396623268,376.5070808,3417.516,1453.68,909.936,925.3152,774.18,1332.254,997.612,38.63263903,35.9122948,30.71891034,23.05248566,14.11007759,7.482856558,3.823762659,3.132795889,4.5781851,5.664616846,5.938397775,5.399527886,4.266887083,3.197115082,2.309600921,1.6043446,1.087792799,0.779285558,0.682339248,0.79695387,1.066376483,1.320348267,1.527913073,1.689070902,1.803821754,1.872165627,1.894102523,1.869632441,1.798755382,1.681471345,1.531488972,1.38993419,1.26428444,1.154539721,1.060700034,0.982765379,0.920735755,0.874611163,0.844391603,0.830554225
1710,37.3541658,-4.726016889,2,718.6,0.386902924,440.5715588,1422.8904,1001.25,865.0488,733.894,646.3404,1240.824,1048.9955,36.97007042,35.52449067,32.76474753,28.69084099,23.66334984,18.7640105,14.1895023,9.939825241,6.220654205,3.649013817,2.337090373,2.284883873,3.129216524,3.780554941,4.040802148,3.909958143,3.479747863,3.025346112,2.596784675,2.19406355,1.822986003,1.500961827,1.231156439,1.01356984,0.84820203,0.735053007,0.674122774,0.665411328,0.708918671,0.804644803,0.937961683,1.064985189,1.177736392,1.27621529,1.360421884,1.430356175,1.486018161,1.527407842,1.55452522,1.566942125
1711,103.1708322,68.99898282,6,162.5,0.42247612,93.8476305,16981.8558,3947.1618,3233.412,2698.5144,1575.2232,6284.63,1599.558,13.53672291,12.65648408,10.97602814,8.495355079,5.558452853,3.197285313,1.599482251,0.765043665,0.543036356,0.48066072,0.495589557,0.587822867,0.718523069,0.771177416,0.724601772,0.578796139,0.371081503,0.213420821,0.126170997,0.109332029,0.145729462,0.18383993,0.214295547,0.237096313,0.252242229,0.259733294,0.259569509,0.251750872,0.236277386,0.213149048,0.184710317,0.157994561,0.134280576,0.113568361,0.095857916,0.081149241,0.069442337,0.060737203,0.05503384,0.0524223
1712,-108.2708336,29.26564964,1,193.8,0.382974358,119.5795694,4562.8596,2316.72,1496.5236,1208.053,971.964,2470.36,2480.6,8.694815545,8.363657815,7.731447603,6.798184909,5.645800897,4.520089058,3.465739117,2.482751074,1.626281276,1.06179876,0.819388806,0.899051414,1.199323301,1.415814614,1.493181744,1.431424691,1.264024842,1.091426356,0.931891809,0.785421199,0.653485957,0.540500369,0.447267034,0.37378595,0.320057119,0.28608054,0.271856213,0.277384138,0.302664315,0.347696745,0.406754123,0.462654539,0.51227401,0.555612534,0.592670114,0.623446747,0.647942435,0.666157178,0.678090975,0.683555397
1713,50.65416574,56.7073162,3,504.1,0.356668739,324.3032887,4157.808,2433.888,1848.7326,1805.656,1592.8308,3476.964,3304.272,35.44884943,32.72363318,27.52094761,19.84079272,10.88244397,4.243727695,0.613488435,0.064978174,1.368785151,2.61774926,3.197359247,3.10761511,2.515138862,1.919796539,1.412472874,0.993167867,0.669830385,0.466307031,0.386933549,0.431709939,0.569163432,0.704875713,0.821679818,0.919575747,0.998563498,1.058643073,1.099814471,1.122077692,1.125432737,1.109879605,1.080294645,1.051306908,1.02557622,1.003102581,0.983885992,0.967926451,0.955223959,0.945778517,0.939590124,0.936756491
1714,61.7791657,59.64064952,6,334.6,0.270304852,244.1559965,6657.8688,1588.4946,577.7046,390.456,325.413,673.554,818.583,6.576106987,6.332012286,5.866013312,5.178110064,4.343058976,3.585129346,2.945097411,2.422963171,2.008834198,1.673033213,1.410164347,1.220227599,1.082174653,0.93286056,0.760804421,0.566006235,0.37014629,0.238265448,0.182189321,0.201917908,0.278255259,0.35361352,0.417522171,0.469981213,0.510990646,0.54055047,0.558660685,0.565321291,0.560532287,0.544293675,0.519708319,0.496084817,0.475115641,0.456800791,0.441140267,0.428134069,0.417782198,0.410084652,0.405041432,0.402732169
1715,24.86249918,42.87398292,9,652.4,0.288983231,463.8673401,4771.312,1745.3592,977.0544,727.914,588.842,1191.788,912.546,30.11091892,27.91883552,23.73394904,17.55625947,10.36621412,5.105154928,2.307871336,1.974363344,3.400599246,4.474483925,4.812000085,4.413147728,3.493782035,2.701468548,2.153946457,1.851215762,1.73356546,1.621862538,1.483537358,1.31858992,1.138253716,0.976229226,0.838643808,0.725497463,0.636790192,0.572521993,0.532692867,0.517302814,0.526351834,0.559839927,0.611169865,0.660549966,0.70438174,0.742665188,0.775400311,0.802587108,0.824225578,0.840315723,0.850857543,0.855684586
1716,35.46249914,47.0239829,9,466,0.583838348,193.9313298,4840.4552,3461.832,1984.696,1318.0566,825.2524,1856.4,5403.3,38.74493384,35.95738241,30.63569332,22.77986657,13.6544223,7.052920935,3.665100731,3.49096169,5.592021275,7.152831875,7.661493925,7.118007425,5.794817631,4.509260317,3.409941985,2.496862636,1.802765301,1.425879078,1.3840638,1.677319468,2.21113766,2.70199311,3.098335768,3.400165635,3.607482712,3.720286997,3.738578491,3.662357194,3.491623106,3.226376226,2.895116155,2.583341687,2.306598058,2.064885268,1.858203317,1.686552205,1.549931933,1.448342499,1.381783905,1.351307075
1717,-59.29583382,-2.78435023,1,745.6,0.378648987,463.2793153,4480.7958,2753.2232,1932.84,1440.7568,1112.904,2484.755,2204.085,50,49.85586191,44.91413343,35.38452359,24.05501924,14.74813989,8.158889087,4.287266833,2.641460693,1.746033361,1.332723508,1.401531134,1.800274848,2.072410468,2.134929964,1.987833334,1.689129539,1.412845456,1.190622335,1.022460178,0.900152242,0.799078308,0.71476197,0.647203231,0.596402088,0.562358543,0.545072595,0.544544244,0.560773491,0.593760335,0.638760593,0.68154172,0.719515978,0.752683368,0.78104389,0.804597544,0.82334433,0.837284248,0.846417297,0.850599272
1718,13.39583256,65.62398283,7,489.6,0.353713341,316.4219482,9267.75,3422.848,1947.9852,1043.708,698.7414,1540.35,1176.536,12.48418836,12.20846561,11.68208582,10.90504898,9.891339527,8.6829107,7.28739037,5.704778535,4.065057292,2.758172928,1.855024769,1.355612815,1.166057719,1.004721442,0.820397068,0.613084596,0.407638223,0.278620529,0.23958835,0.290541684,0.407451118,0.518228415,0.609766621,0.682065736,0.735125761,0.768946695,0.783528538,0.778871291,0.754974953,0.711839525,0.655027519,0.601226476,0.553470494,0.511759573,0.476093712,0.446472913,0.422897176,0.405366499,0.393880883,0.38862168
1719,-96.22083367,48.34064957,9,449,0.494114647,227.1425235,29014.0776,28551.1464,26717.472,23278.7646,22219.0488,46214.82,45859.653,34.41891705,31.93201356,27.18428873,20.17574255,11.99573055,5.912319351,2.51970287,1.817881111,3.075348171,4.097586345,4.485592411,4.239366371,3.520115396,2.811461002,2.201334371,1.689735505,1.297379288,1.086410374,1.068127791,1.24253154,1.557590535,1.857211523,2.113013913,2.324997705,2.493162899,2.617509495,2.698037492,2.734746892,2.727637693,2.676709896,2.593591613,2.513167176,2.441779194,2.379427664,2.326112589,2.281833966,2.246591798,2.220386082,2.203216821,2.195355106
1720,-54.57083384,-31.64268345,2,689.6,0.303532848,480.283748,3677.184,2097.048,1099.854,956.97,827.2,1921.68,1450.1025,9.999566306,10.29617445,10.86242635,11.69832201,12.55677181,12.69650683,11.98275092,10.41550407,8.247553628,6.237261635,4.522512096,3.103305011,2.003463702,1.29445813,0.989282835,1.087937816,1.476330443,1.81218282,2.033262603,2.139569792,2.153973096,2.145078645,2.125360279,2.094818,2.053451807,2.0012617,1.938247678,1.864409743,1.779747894,1.684262131,1.582648715,1.488996431,1.405866875,1.333260048,1.271175949,1.219614579,1.178575937,1.148060025,1.12806684,1.118912066
1721,16.03749922,64.28231617,6,434.1,0.370028038,273.4708287,21383.518,18349.632,18607.024,18200.8752,18869.76,35549.684,37242.47,34.27409042,32.03479813,27.75978558,21.44905276,13.97459786,7.952415444,3.85814089,1.691774195,1.058600067,0.774472624,0.624092618,0.607460047,0.68339646,0.728366503,0.7199092,0.658024553,0.557709873,0.46395709,0.384946556,0.320678271,0.269456532,0.226194228,0.18996643,0.160773139,0.138614353,0.123490074,0.115400301,0.114345034,0.120324273,0.133338018,0.151413092,0.168629965,0.183912357,0.19726027,0.208673702,0.218152654,0.225697127,0.231307119,0.234982631,0.236665629
1722,104.7124989,45.43231624,8,80.9,0.511551476,39.51548559,2926.2264,1831.904,1311.6992,1033.5648,800.0976,1511.64,1149.0345,2.011710798,2.046414717,2.112667652,2.210469605,2.305555558,2.295130468,2.160504324,1.901677127,1.552676615,1.215586,0.908965867,0.632816216,0.401049424,0.255402629,0.203464399,0.245234736,0.352030425,0.437801828,0.486903556,0.499335608,0.483570882,0.465028071,0.448328756,0.433472936,0.420460611,0.409291782,0.399966449,0.392484611,0.386846268,0.383051421,0.380741486,0.378840712,0.377153508,0.375679875,0.374419811,0.373373317,0.372540394,0.371921041,0.371515257,0.371329451
1723,-177.0208333,66.14898283,7,65.5,0.418392792,38.09527212,1425.816,241.56,2488.7808,5360.886,2395.4832,7405.86,1356.904,2.248974765,2.157601034,1.983160274,1.725652486,1.41155231,1.120283674,0.86628729,0.649563158,0.470829286,0.332239696,0.234186027,0.17666828,0.150336302,0.127139635,0.101978196,0.074851985,0.04851561,0.031232892,0.024506345,0.028335969,0.039991984,0.051285045,0.06072618,0.068315391,0.074052676,0.077938036,0.079971471,0.080152981,0.078482566,0.074960226,0.070107543,0.065489269,0.061389901,0.057809441,0.054747888,0.052205242,0.050181503,0.048676672,0.047690748,0.047239299
1724,75.16249898,20.09064968,9,221.7,0.443914871,123.2840731,4585.8688,2665.2948,1924.8192,1451.736,1268.3608,2459.04,2185.128,13.15424705,12.48904368,11.21910997,9.344445926,7.087280848,5.114302652,3.546727322,2.384554859,1.603350453,1.129809678,0.950604458,1.065734792,1.38252803,1.622966226,1.736500663,1.723131339,1.615530517,1.511714979,1.42950596,1.368903459,1.324411714,1.279543437,1.23130094,1.179684221,1.124693282,1.066328122,1.004588742,0.939475141,0.870987319,0.799125277,0.726279117,0.659619148,0.600449063,0.548768863,0.504578547,0.467878115,0.438667567,0.416946903,0.402716123,0.396199924
1725,167.1874986,64.85731617,7,198.9,0.29621336,139.9831627,16248.96,4325.958,2410.6896,1613.502,636.4512,1889.936,1268.784,11.37102373,10.50491377,8.851431115,6.410575768,3.56476672,1.461260948,0.30865063,0.106935766,0.596541104,0.998740891,1.171948627,1.11616431,0.89187728,0.680555551,0.515193308,0.395790551,0.314893454,0.250140545,0.197466098,0.156870115,0.127161451,0.104766671,0.08903606,0.079969618,0.077567344,0.081829239,0.092755303,0.110345536,0.134599937,0.165518508,0.200822971,0.233678497,0.262842392,0.288314654,0.310095284,0.328184282,0.342581648,0.353287381,0.360301482,0.363513202
1726,-70.69583377,-42.8426834,4,135.1,0.407954788,79.98530814,5435.8174,3627.204,2388.619,1864.2132,1426.964,3571.2,1926.015,6.402161179,6.222339004,5.879042125,5.372270541,4.72364516,3.9980287,3.207214383,2.35120221,1.508037959,0.911858966,0.605235654,0.588168024,0.772405129,0.893194122,0.902398125,0.800017137,0.623865956,0.487388983,0.411212471,0.39533642,0.424374633,0.452168516,0.470325599,0.478845881,0.477729362,0.466976042,0.446585922,0.416559001,0.376895279,0.327594756,0.272052949,0.220456406,0.174657227,0.134655413,0.100450964,0.072043879,0.049434158,0.032621801,0.021606809,0.016563102
1727,32.31249915,-9.034350205,2,785.2,0.352964592,508.0522024,3122.84,1744.7716,1300.0952,968.24,1047.489,2647.216,2424.2,36.55862643,34.93707947,31.84139891,27.27158474,21.70092173,16.54926414,12.07476729,8.277431183,5.243864152,3.233891195,2.294753223,2.426450234,3.315176696,4.019516007,4.368301513,4.361533214,4.065298531,3.677859733,3.235264503,2.737512842,2.21729117,1.772658756,1.421444555,1.163648568,0.999270794,0.928311235,0.950769889,1.066646757,1.275941839,1.578655134,1.945725264,2.289968086,2.59553194,2.862416825,3.09062274,3.280149688,3.430997666,3.543166676,3.616656716,3.650307419
1728,80.15416563,9.182316389,8,866.1,0.370786476,544.9618331,4031.664,2348.514,1697.7716,1417.6128,1290.816,2860.56,1779.756,15.64678329,15.67823959,15.73829254,15.82694213,15.84425441,15.49042748,14.71095192,13.50582773,11.92120444,10.09553071,8.053978995,5.79654931,3.574484533,2.141513307,1.634677205,2.053976227,3.12093115,4.000104307,4.539597941,4.739412052,4.674417178,4.569224928,4.464673779,4.360763731,4.257494782,4.154866934,4.052880186,3.951534539,3.850829992,3.750766545,3.653391859,3.564848912,3.486254612,3.417608957,3.358911947,3.310163584,3.271363866,3.242512793,3.223610366,3.214955045
1729,-100.7125003,39.3156496,9,266.2,0.604648933,105.242454,2736.585,1527.7878,1139.0272,863.0118,702.576,1288.872,1022.2695,25.54094891,24.08589609,21.30806798,17.20746457,12.36917984,8.548495686,6.06455428,4.917355619,4.74213797,4.444616137,3.825829173,2.885777079,1.7826987,0.991310573,0.597924795,0.602541367,0.899549428,1.172116402,1.362636367,1.471109321,1.511362144,1.524875473,1.519191241,1.494309449,1.450230096,1.386953183,1.30447871,1.202806676,1.081937081,0.941869926,0.790290263,0.65025325,0.525950732,0.41738271,0.324549184,0.247450154,0.18608562,0.140455582,0.11056004,0.096871028
1730,56.19583239,59.29064952,6,508.5,0.317602673,346.9990408,15100.3392,14213.8368,12424.9312,10173.24,9498.8454,21192.156,25703.098,36.27955434,33.78326389,29.01761848,21.98261811,13.67913817,7.109804766,2.820549936,0.811373677,0.577505753,0.604635459,0.617433575,0.615900102,0.600920547,0.575151433,0.539075764,0.492693541,0.438537152,0.384203764,0.33107468,0.2791499,0.230078805,0.188809536,0.156241756,0.132375464,0.117210662,0.110747348,0.112985523,0.123925186,0.143566339,0.17190898,0.206242954,0.238437797,0.267015242,0.291975289,0.313317938,0.331043188,0.345151041,0.355641495,0.362514552,0.365661688
1731,-107.9958336,43.19064959,8,96.6,0.549832573,43.48617345,1628.2896,1041.352,788.018,668.304,551.616,1101.26,886.222,5.769071274,5.664328151,5.464364007,5.169178841,4.763160766,4.199474117,3.469603318,2.573548369,1.618013818,0.923113307,0.547049316,0.489821846,0.659844709,0.782359343,0.807409644,0.734995613,0.597292127,0.490823811,0.4331406,0.424242492,0.451220109,0.475345314,0.489576625,0.493914044,0.48835757,0.472907204,0.447562945,0.412324793,0.367192749,0.312166813,0.250830109,0.193932018,0.14342697,0.099314966,0.061596007,0.030270091,0.005957539,0,0,0
1732,110.1541655,58.74064952,6,458.8,0.363645897,291.9592625,7431.7824,3217.5918,661.248,547.56,459,1029.42,926.415,27.98849692,25.98713741,22.16636018,16.52616522,9.929115105,4.962897587,2.098001345,1.334426378,2.116033567,2.774405559,3.006193743,2.811398119,2.298386167,1.792260331,1.352130143,0.977995606,0.68342087,0.509098394,0.462426804,0.543406102,0.718121743,0.884830093,1.025032309,1.138728393,1.225918343,1.286602159,1.320779843,1.328451393,1.30961681,1.264276093,1.19978291,1.138198259,1.083533232,1.035787829,0.994962049,0.961055894,0.934069361,0.914002453,0.900855168,0.894835095
1733,95.29583223,28.44064965,3,1293.1,0.301258316,903.5428716,5330.0142,1794.1332,1023.642,774.571,496.672,803.44,738.72,49.19554416,46.91335244,42.55644098,36.12480978,28.32060856,21.2502865,15.29683438,10.46025218,6.79902899,4.488632046,3.560964483,4.016026301,5.418263447,6.461013763,6.90670231,6.75532909,6.194513749,5.78711523,5.635471523,5.739582628,6.021312886,6.246255318,6.371790474,6.397918353,6.324638956,6.151952282,5.879858332,5.508357106,5.037448603,4.467132824,3.83379458,3.246588308,2.725360269,2.270110463,1.880838889,1.557545548,1.300230441,1.108893565,0.983534923,0.926133861
1734,-69.86250044,-43.62601673,4,85.8,0.507819786,42.22906236,2017.1184,1356.124,979.104,787.338,625.1112,1201.59,1043.28,2.037601346,2.124894309,2.291544511,2.537551952,2.795725738,2.864493185,2.707204714,2.323860327,1.784507953,1.299291386,0.90641859,0.605889563,0.393954467,0.259363781,0.200072139,0.216079541,0.285719396,0.343991931,0.379079006,0.390980622,0.384622683,0.374782909,0.364148156,0.352718426,0.340493717,0.327474031,0.313659367,0.299049724,0.283645104,0.267445506,0.250997956,0.235943537,0.222580625,0.21090922,0.200929324,0.192640936,0.186044055,0.181138682,0.177924817,0.176453206
1735,113.6874988,64.77398283,6,393.5,0.471401367,208.0035621,22004.5056,15213.33,14515.7784,11124.672,7737.3216,20712.2265,19708.05,31.49469952,29.62153795,26.04550224,20.76659238,14.53015776,9.572246555,6.299412975,4.711657022,4.39142464,4.086053664,3.567787338,2.836625661,1.999530768,1.377389064,1.028543532,0.952994172,1.078596744,1.188918527,1.244608119,1.245665519,1.203433849,1.151942471,1.097378541,1.03974206,0.979033029,0.915251445,0.848397311,0.778470626,0.705471389,0.629399601,0.552665639,0.482500634,0.420219338,0.36582175,0.319307871,0.2806777,0.249931237,0.227068483,0.212089437,0.20523061
1736,3.804165931,50.62398289,9,636.2,0.226802254,491.908406,4570.092,2018.7336,1264.512,949.5728,740.718,1379.211,992.4525,21.68478538,20.56761378,18.43483163,15.28643894,11.50364452,8.23007482,5.673661925,3.834405836,2.639107055,1.868167095,1.481658958,1.479582645,1.741680675,1.907180614,1.910487473,1.751601252,1.476022807,1.220254702,1.009115587,0.842605461,0.715166014,0.610122313,0.524442552,0.458126732,0.411174852,0.383586913,0.375362914,0.386502855,0.417006737,0.466874559,0.530365756,0.590258634,0.643421975,0.68985578,0.729560047,0.762534777,0.788779971,0.808295628,0.821081748,0.826936445
1737,123.9708321,-19.73435016,8,51.1,0.430468178,29.1030761,4063.016,2757.4624,1348.2456,927.4888,643.356,1611.12,841.725,1.034502924,1.057450078,1.10125828,1.165927532,1.230119248,1.229817679,1.153383596,1.000817,0.799334065,0.63058332,0.509409951,0.435813957,0.396616681,0.352282149,0.295622003,0.226636242,0.15420427,0.104964301,0.083759644,0.0905903,0.118565916,0.14701543,0.172180469,0.194061031,0.212657118,0.227968728,0.239995862,0.24873852,0.254196703,0.256370409,0.255999435,0.255303168,0.254685134,0.254145331,0.253683761,0.253300423,0.252995318,0.252768444,0.252619803,0.252551741
1738,123.4458321,-22.66768348,8,45.3,0.416256981,26.44355876,1683.0888,1071.248,741.356,680.8272,626.1318,1303.432,919.836,2.172550603,2.103241992,1.970925551,1.775601282,1.528978254,1.266183674,0.993604308,0.711240155,0.44231534,0.256502234,0.16646854,0.172214259,0.246347191,0.306690733,0.338303687,0.341186051,0.322126334,0.301490058,0.282980046,0.266596298,0.251868405,0.237385143,0.222889924,0.20838275,0.19386362,0.179332533,0.164789491,0.150234492,0.135667538,0.121088627,0.106821363,0.093836556,0.082310716,0.072243843,0.063635937,0.056486998,0.050797027,0.046566022,0.043793984,0.042524683
1739,-93.51250035,43.20731625,9,388.2,0.518176918,187.0437204,8977.5552,5134.2336,2775.168,1773.696,1241.84,2260.05,1773.603,12.97538226,12.64490333,12.013989,11.08263927,9.92599334,8.769468749,7.654050512,6.579738627,5.540539026,4.518469499,3.510260554,2.51591219,1.612774325,1.032896711,0.81847021,0.969494824,1.375273588,1.703715611,1.894440732,1.947448949,1.893400797,1.824277871,1.7568041,1.690979484,1.626804021,1.564277712,1.503400558,1.444172558,1.386593712,1.33066402,1.277218469,1.228762016,1.185750108,1.148182745,1.116059928,1.089381656,1.06814793,1.052358748,1.042014112,1.037277358
1740,-73.18750043,44.58231625,3,715.1,0.319960537,486.29622,6914.264,2440.165,1204.416,868.7112,705.7344,1360.788,1068.621,39.30279796,37.09920758,32.89235322,26.68223487,19.25423051,12.964474,8.241353343,5.084868522,3.272444791,2.136357892,1.555203415,1.52898136,1.890580485,2.138667064,2.182089511,2.020847826,1.724742062,1.503172381,1.39421154,1.397859539,1.482876974,1.555545634,1.598825844,1.612717605,1.597220916,1.552335778,1.47806219,1.374400152,1.241349665,1.078910728,0.897704349,0.729593547,0.580371599,0.450038506,0.338594266,0.246038881,0.17237235,0.117594673,0.08170585,0.065272547
1741,23.61249919,-26.4510168,8,234.5,0.388315086,143.4401123,793.9176,563.6928,440.2944,320.54,332.196,489.762,518.976,3.889603552,3.988931419,4.178557347,4.458481335,4.744893607,4.786364834,4.537180591,3.99734088,3.270173945,2.665664525,2.240173481,1.993700814,1.871222736,1.707667886,1.473023291,1.167288949,0.836270332,0.617383855,0.535614319,0.590961725,0.748358218,0.902600229,1.034559838,1.144237045,1.23163185,1.296744252,1.339574252,1.36012185,1.358387045,1.334369838,1.293941927,1.254718409,1.219902027,1.189492783,1.163490675,1.141895704,1.12470787,1.111927173,1.103553613,1.099719404
1742,172.9958319,69.85731615,7,66.1,0.502536659,32.88232684,968.484,241.56,2488.7808,5360.886,2395.4832,7405.86,1356.904,2.725513936,2.613422338,2.399429287,2.083534784,1.698889637,1.344946278,1.039786965,0.783411698,0.573430115,0.402671126,0.269830895,0.174909423,0.113732304,0.073776324,0.052764534,0.050696934,0.06290322,0.075372478,0.085557269,0.093457592,0.099274414,0.10361063,0.106575859,0.108170098,0.10839335,0.107245614,0.104726889,0.100837176,0.095576475,0.088944786,0.081416768,0.074416403,0.068202596,0.062775347,0.058134656,0.054280522,0.051212947,0.048931929,0.047437469,0.046753164
1743,122.5708321,-32.90935011,5,576.1,0.517171135,278.1577091,2048.1036,1425.0544,998.5248,800.1034,625.488,1267.2,1075.963,42.05763114,39.17592491,33.67448575,25.55331365,16.10321533,9.196610901,5.537576764,5.126112913,7.004437443,8.29920463,8.487987982,7.570787498,5.858543597,4.284077537,3.016993182,2.057290533,1.400581725,1.033703161,0.954261461,1.162256625,1.578084118,1.962930337,2.273374627,2.509416988,2.67105742,2.758295923,2.771132498,2.709567143,2.573599859,2.363230646,2.10092921,1.854104665,1.635013216,1.443654861,1.280029601,1.144137436,1.035978366,0.955552391,0.902859511,0.878731718
1744,-58.42916715,-25.96768347,2,519.7,0.351773033,336.8835547,3831.7804,1852.1568,1073.1,570.4776,336.384,896.448,801.8505,27.50785559,26.12477148,23.48433818,19.58655568,14.9435485,11.09169017,8.310321305,6.599441923,5.700062462,4.83521425,3.863630256,2.785310479,1.71355793,0.988281645,0.671283266,0.762562792,1.146002564,1.473249601,1.680966996,1.769154751,1.76126816,1.727673108,1.681163392,1.621739012,1.549399969,1.464146262,1.365977891,1.254894857,1.130897158,0.993984797,0.850266779,0.718070132,0.60072704,0.498237504,0.410601524,0.3378191,0.279890232,0.23681492,0.208593164,0.19567057
1745,99.33749888,68.47398282,7,172.1,0.383867226,106.0364504,18482.9232,4323.7062,3623.6376,2963.4264,1579.5448,6700.737,1593.9,13.32889961,12.29261815,10.31426264,7.393833072,3.990638252,1.482604596,0.162314989,0.0183849,0.523543137,1.052682855,1.322425289,1.332770438,1.141580288,0.922440797,0.70691305,0.494997046,0.299164529,0.156830735,0.074798432,0.05306762,0.077803651,0.107502578,0.134618229,0.159150603,0.181099702,0.200465524,0.217248069,0.231447339,0.243063332,0.252096049,0.258966239,0.264936153,0.27023529,0.27486365,0.278821233,0.28210804,0.284724069,0.286669322,0.287943798,0.288527374
1746,158.120832,54.33231621,7,274.2,0.297372284,192.6605197,12020.616,5893.322,4230.96,2182.1184,1013.768,3086.055,6072.759,15.5359105,14.35757536,12.10802644,8.78726376,4.914211444,2.045641905,0.464604672,0.171099743,0.812533247,1.331123562,1.534546757,1.422802833,1.08212769,0.771229033,0.537144625,0.379874466,0.289978283,0.239135256,0.222196144,0.239160947,0.28134795,0.322712004,0.358517628,0.388764821,0.413453584,0.432583916,0.446155818,0.45416929,0.456624332,0.453520943,0.44626031,0.439045991,0.43264227,0.427049146,0.42226662,0.418294692,0.415133361,0.412782628,0.411242493,0.410537273
1747,28.6208325,-10.09268353,2,805.7,0.371169434,506.648787,5433.649,2987.696,2324.8512,1863.4968,1822.707,3924.648,2613.053,15.93902045,15.96324892,16.00950327,16.07778351,16.01519941,15.36308036,14.03803168,12.04005339,9.637332669,7.634431101,6.177632607,5.266937187,4.757372814,4.214023405,3.557813307,2.788742521,2.008091062,1.519698973,1.378809897,1.585423836,2.04604644,2.480194659,2.836871578,3.116077194,3.317811509,3.442074523,3.488866235,3.458186646,3.350035755,3.164413562,2.923981374,2.69672311,2.494999483,2.318810491,2.168156137,2.043036418,1.943451336,1.869400891,1.820885082,1.798669948
1748,-116.3541669,39.7656496,8,336.3,0.462438545,180.7819173,1572.714,1084.6812,879.8544,773.7786,664.146,1458.6,1047.15,15.2944353,15.00824455,14.46188039,13.65534282,12.5547326,11.05835201,9.147710529,6.822808175,4.375588507,2.681882213,1.900931236,2.032735577,2.795464078,3.343623265,3.523487054,3.335055443,2.870965687,2.40912955,2.000076443,1.643806367,1.337658462,1.07365015,0.850330054,0.667698174,0.525754509,0.42449906,0.363931827,0.34405281,0.364862008,0.426359422,0.517435074,0.604759033,0.682271312,0.749971909,0.807860826,0.855938062,0.894203617,0.922657492,0.941299685,0.949835848
1749,86.07083227,26.25731632,9,625.8,0.409337578,369.6365437,4292.3244,2186.107,1452.4128,1083.0324,993.0618,1963.695,1890.8645,35.1246403,32.66727532,27.97594218,21.05064088,13.01675885,7.250458362,4.365587109,4.362145089,6.365469333,7.751570934,8.043360997,7.240839524,5.675414282,4.34130858,3.41929029,2.909359412,2.710172039,2.517696443,2.276654128,1.987045096,1.67051258,1.391986283,1.163271606,0.984368548,0.855277111,0.775997293,0.746529094,0.766872516,0.837027557,0.956994217,1.112188405,1.25885784,1.389047564,1.502757576,1.599987876,1.680738464,1.74500934,1.792800504,1.824111957,1.838449306
