iProfile,x,y,Biome,NPP,fBNPP,ANPP,SOC20,SOC40,SOC60,SOC80,SOC100,SOC150,SOC200,BNPP0.5.cm,BNPP5.10.cm,BNPP10.15.cm,BNPP15.20.cm,BNPP20.25.cm,BNPP25.30.cm,BNPP30.35.cm,BNPP35.40.cm,BNPP40.45.cm,BNPP45.50.cm,BNPP50.55.cm,BNPP55.60.cm,BNPP60.65.cm,BNPP65.70.cm,BNPP70.75.cm,BNPP75.80.cm,BNPP80.85.cm,BNPP85.90.cm,BNPP90.95.cm,BNPP95.100.cm,BNPP100.105.cm,BNPP105.110.cm,BNPP110.115.cm,BNPP115.120.cm,BNPP120.125.cm,BNPP125.130.cm,BNPP130.135.cm,BNPP135.140.cm,BNPP140.145.cm,BNPP145.150.cm,BNPP150.155.cm,BNPP155.160.cm,BNPP160.165.cm,BNPP165.170.cm,BNPP170.175.cm,BNPP175.180.cm,BNPP180.185.cm,BNPP185.190.cm,BNPP190.195.cm,BNPP195.200.cm
380,83.41249895,69.46564948,7,153.2,0.365073051,97.27080859,1885.1352,991.9824,1981.128,3334.7064,1579.4064,4700.41,1801.116,11.81727517,10.92554393,9.223147941,6.71008719,3.768282331,1.543495319,0.254776879,0,0.182278395,0.464418688,0.586055816,0.547189779,0.393598797,0.262617528,0.179215908,0.143393938,0.143643931,0.14544282,0.142513686,0.134856528,0.123901367,0.113938264,0.105747232,0.099328269,0.094681377,0.091806554,0.090703802,0.091373119,0.093814506,0.098027964,0.103495852,0.108665257,0.11325383,0.117261571,0.12068848,0.123534557,0.125799802,0.127484215,0.128587796,0.12909312
381,68.82083234,71.42398281,7,124,0.386753578,76.04255633,5334.16,2122.3076,2522.5824,3367.476,2448.8464,7323.9795,1734.32,10.00688193,9.347962132,8.090024344,6.233068562,4.039921244,2.299061766,1.153850013,0.604285985,0.51362908,0.471657487,0.403785422,0.310012886,0.20423521,0.128138385,0.089301685,0.087725108,0.115346541,0.147979644,0.181226902,0.215088314,0.247770052,0.273890633,0.292471607,0.303512973,0.30701473,0.30297688,0.291399421,0.272282355,0.24562568,0.211429398,0.172253824,0.135779906,0.103404182,0.07512665,0.050947312,0.030866166,0.014883214,0.003152831,0,0
382,23.82916585,-32.13435011,5,204.5,0.437990227,114.9309986,1980.9216,2379.98,1543.8,1374.72,1086.7236,2485.89,1822.8,15.50098176,14.15032105,11.57178696,7.765379484,3.405883894,0.556895051,0,0.353373297,2.251548891,3.533563665,3.757559268,2.923535698,1.393383247,0.265294109,0,0,0.202219841,0.653863815,1.006837062,1.26050901,1.431920968,1.572196864,1.690631958,1.787226251,1.861979741,1.914892429,1.945964315,1.955195399,1.94258568,1.90813516,1.857839174,1.809683728,1.766939007,1.72960501,1.697681737,1.671169188,1.650067364,1.634376264,1.624095888,1.619388558
383,-68.45416711,47.6989829,3,616.6,0.277353497,445.5838337,11530.2096,4497.525,2782.696,1043.696,517.2008,827.875,677.655,12.2159919,11.92198298,11.36069322,10.53212262,9.468590568,8.267055226,6.945145346,5.502860929,4.044587194,2.883479797,2.07647613,1.623576194,1.437851808,1.258518437,1.03816071,0.776778628,0.507629894,0.330487623,0.263492381,0.306644168,0.431183015,0.55082901,0.649894898,0.728380679,0.786286352,0.823611918,0.840357377,0.836522728,0.812107973,0.76711311,0.707463136,0.650933042,0.600754644,0.556927941,0.519452935,0.488329625,0.463558011,0.445138092,0.43306987,0.427543895
384,-99.93750032,43.74064958,9,375.3,0.584444008,155.9581638,4251.255,2280.912,1402.704,966.654,723.1224,1384.1905,1041.768,34.39808262,32.55272448,29.02976802,23.82921326,17.59940259,12.28536323,8.240736504,5.465522404,3.791659731,2.714964889,2.143768133,2.078069462,2.363931405,2.539541549,2.520934001,2.30810876,1.971045968,1.719686048,1.592199987,1.588587784,1.674639036,1.747722531,1.789178051,1.799005595,1.777205162,1.723776753,1.638720369,1.522036008,1.373723671,1.193783357,0.993758144,0.808277256,0.643636918,0.499837128,0.376877888,0.274759198,0.193481056,0.133043463,0.09344642,0.075315142
385,-110.5875003,30.19064964,8,48.7,0.490916481,24.79236738,1430.572,679.3792,545.6934,427.3916,361.9728,745.8045,742.203,2.803107733,2.675020597,2.430490612,2.069517777,1.643611484,1.307299909,1.088679083,0.987749007,0.964507956,0.898950759,0.769258293,0.575430557,0.351098527,0.197155123,0.131944512,0.155466696,0.242772536,0.319014622,0.370584334,0.397481673,0.404149343,0.403915464,0.399203331,0.390012943,0.3763443,0.358197403,0.33557225,0.308468843,0.276887182,0.240827266,0.202156298,0.166475891,0.134804518,0.107142179,0.083488875,0.063844606,0.048209371,0.036583171,0.028966005,0.025478145
386,-141.9625002,69.27398282,7,130.8,0.479239006,68.11553802,16720.4544,6888.9898,3183.9232,3600.0288,2230.144,5679.858,1920.849,4.862869342,4.718374591,4.442520978,4.0353085,3.51935411,2.96250866,2.377108671,1.763154141,1.159906776,0.685151691,0.360304362,0.185364788,0.130981379,0.10909936,0.103708772,0.114809616,0.137229143,0.155449114,0.166648028,0.170825888,0.169810895,0.169087659,0.169653382,0.171508064,0.174651706,0.179084306,0.184805865,0.191816383,0.200115861,0.209704297,0.220061654,0.229627819,0.238119133,0.245535598,0.251877212,0.257143977,0.261335892,0.264452956,0.266495171,0.267430291
387,21.2124992,3.423983078,1,822.7,0.275771961,595.8224077,3582.0204,1770.08,1240.7304,957.06,786.9312,1612.8325,1408.008,40.04575362,37.08324769,31.42755455,23.07867421,13.34470837,6.149962151,2.207945584,1.518658666,3.178156717,4.474605697,4.914944873,4.499174244,3.475863896,2.590724085,1.979338492,1.64170712,1.511927802,1.392294046,1.246859215,1.075623311,0.891314647,0.732118172,0.604976603,0.509889938,0.446858179,0.415881326,0.416959378,0.450092335,0.515280198,0.612522967,0.731994533,0.844216576,0.943829401,1.030833008,1.105227396,1.167012565,1.216188517,1.25275525,1.276712765,1.287682785
388,-107.5375003,42.76564959,8,141.8,0.563307724,61.92296474,2696.0944,1510.8444,1135.9964,859.599,718.5024,1359.666,1170.715,11.79361476,11.21024181,10.09652981,8.45247877,6.493242851,4.864284554,3.682960697,2.949271281,2.55523419,2.176903076,1.755378605,1.290660775,0.827833688,0.502149641,0.338199961,0.335984649,0.453748469,0.566225714,0.650640801,0.70699373,0.738933315,0.757406001,0.764402049,0.75992146,0.743964234,0.71653037,0.67761987,0.627232732,0.565368956,0.492028544,0.41157708,0.337111327,0.271012512,0.213280635,0.163915697,0.122917698,0.090286637,0.066022515,0.050125332,0.042846095
389,149.5041653,-35.1093501,3,837,0.361522675,534.405521,3937.36,1590.3,1040.13,884.2862,801.534,1765.808,1748.824,38.4050789,35.85898651,30.99826467,23.82291338,15.49767268,9.516762683,6.515496139,6.493873048,8.525082163,9.82868975,9.899162403,8.736500121,6.72706125,5.029920825,3.855819762,3.204758061,2.953289773,2.731077056,2.470785757,2.172415875,1.854403356,1.572056037,1.335429889,1.144524911,0.999341105,0.899878468,0.846137002,0.838116707,0.875817583,0.959239629,1.075583624,1.186451903,1.284863071,1.37081713,1.444314079,1.505353918,1.553936646,1.590062265,1.613730774,1.62456846
390,67.66249901,63.27398284,6,384.7,0.245896416,290.1036488,11594.9568,8457.372,8594.648,11536.56,12244.8768,22056.948,23345.742,20.87025933,19.45879624,16.76418488,12.78642526,8.085290443,4.340099659,1.856183674,0.633542488,0.404041343,0.363275971,0.36499105,0.409186579,0.475689903,0.503983056,0.48306277,0.412929045,0.311790426,0.234272549,0.190307348,0.179894823,0.194582422,0.209012493,0.218574554,0.223268604,0.223094644,0.218052673,0.208142692,0.193364701,0.1737187,0.149204688,0.121529322,0.095812575,0.07298535,0.053047648,0.035999467,0.021840809,0.010571672,0.002285319,0,0
391,122.9958321,8.082316393,9,827.7,0.30792038,572.8343015,4617.8544,1984.138,1373.1648,1082.646,923.7088,1797.44,1430.72,49.05346119,45.37443171,38.35082998,27.982656,15.87067428,6.817178381,1.695312578,0.505076874,2.202336547,3.654687434,4.292601504,4.116078759,3.328897332,2.542391623,1.867713342,1.304862489,0.86594141,0.58725714,0.475410959,0.530402866,0.709033381,0.881704055,1.024851536,1.138475823,1.222576917,1.277154817,1.302209523,1.297741036,1.263749355,1.20023448,1.115673401,1.035497085,0.964329343,0.902170177,0.849019585,0.804877568,0.769744126,0.743619259,0.726502967,0.718665507
392,-158.7375001,61.52398285,6,487.5,0.237182102,371.8737253,20921.1184,18488.7472,19008.924,15904.064,15105.888,30910.72,34968.96,25.62560305,23.65843797,19.90294101,14.35911215,7.871298501,2.972541356,0.284758921,0,0.132018867,0.724590091,1.064079968,1.067560119,0.821649401,0.586204389,0.408471731,0.288451429,0.219001072,0.178693434,0.163632655,0.173818735,0.202710777,0.230686091,0.254176914,0.273183247,0.28770509,0.297742442,0.303295304,0.304363676,0.300947557,0.293046948,0.281911043,0.271287425,0.261857471,0.253621182,0.246578559,0.2407296,0.236074307,0.232612678,0.230344715,0.229306226
393,-49.86250052,-1.701016901,1,830,0.311841736,571.1713591,3132.272,1454.5944,1120.2048,935.8976,872.712,1749.216,1280.64,42.95920472,40.66871125,36.295951,29.84092395,22.08628126,15.37997636,10.14890989,6.39308183,3.957175424,2.375240355,1.562558386,1.519129516,2.021627403,2.400073016,2.532651987,2.419364316,2.137681117,1.920015734,1.808625137,1.803509328,1.874712377,1.932366499,1.960132096,1.958009169,1.925997718,1.864097742,1.772309242,1.650632217,1.499066668,1.317612594,1.117429254,0.931994421,0.767394962,0.623630877,0.500702167,0.398608832,0.317350871,0.256928285,0.217341073,0.199214297
394,-124.7708336,68.29064949,7,166.9,0.509331093,81.89264058,24801.1296,19997.208,16438.4064,13976.4924,12851.608,29433.033,34682.081,17.698208,16.34516784,13.76209118,9.948978022,5.49081811,2.142580712,0.272861735,0,0.30004987,0.808515539,1.055690616,1.0415751,0.835639869,0.646297555,0.511441365,0.431071297,0.392600468,0.358268222,0.321208986,0.28142276,0.241198222,0.207401403,0.181280675,0.162836036,0.152067488,0.14897503,0.153558661,0.165818383,0.185754195,0.213366096,0.2462059,0.27692904,0.304200142,0.328019206,0.348386232,0.36530122,0.378764169,0.38877508,0.395333952,0.398337226
395,17.02916588,-22.32601682,8,229.3,0.494814491,115.8390372,1293.28,937.02,619.458,496.468,406.77,792.75,739.44,5.182818507,5.302513758,5.531022873,5.868345853,6.221747079,6.313019696,6.09158064,5.55742991,4.799549411,4.084884852,3.461971818,2.93081031,2.473144647,2.034207794,1.604042107,1.182647588,0.801108037,0.552674863,0.454302866,0.505992047,0.668399268,0.823495116,0.949819696,1.04737301,1.116155057,1.156165837,1.167405351,1.149873597,1.103570577,1.028496291,0.933201721,0.843339821,0.763574764,0.693906549,0.634335177,0.584860648,0.545482962,0.516202118,0.497018117,0.488233864
396,135.5208321,-33.57601677,5,493.4,0.440339737,276.1363738,2589.6256,1376.6048,942.9168,814.796,759.832,2533.518,2196.505,12.43526242,12.49223808,12.60100977,12.76157752,12.81618971,12.29159155,11.10173672,9.246625203,7.000471103,5.185916692,3.952533293,3.300320906,3.068550139,2.775032814,2.332098353,1.739746757,1.089788584,0.657655507,0.493426014,0.597100104,0.897959368,1.183848584,1.416194073,1.594995836,1.720253872,1.791968181,1.810138764,1.77476562,1.68584875,1.543388154,1.36335775,1.193679294,1.043065833,0.911517367,0.799033896,0.705615421,0.63126194,0.575973455,0.539749964,0.523163418
397,-55.32083383,-33.15101678,2,738.9,0.286291294,527.3593629,6755.008,4012.173,2644.1536,1850.112,1274.49,1975.392,1476.792,31.43047019,29.91132594,27.01114146,22.72991675,17.54761381,12.90411862,9.061228643,6.018943874,3.768324716,2.282552379,1.556750717,1.590919732,2.163457451,2.609557963,2.808347463,2.759825953,2.517196566,2.240068704,1.957462257,1.669377225,1.386332386,1.139884066,0.935769781,0.773989531,0.654543315,0.577431133,0.542652986,0.550208873,0.600098795,0.692322751,0.814700113,0.930688995,1.033645419,1.123569384,1.200460891,1.264319938,1.315146527,1.352940658,1.377702329,1.389040568
398,31.31249915,-5.142683554,2,717.9,0.362535477,457.6357811,1858.2296,1299.96,1111.36,895.05,776.9034,1722.15,1448.392,36.41139101,34.82448679,31.79494236,27.32275774,21.86048453,16.76577761,12.2854833,8.419601611,5.260280633,3.083964653,1.940916267,1.831135476,2.469072957,2.998080743,3.262404658,3.262044703,3.067882215,2.892561214,2.774744246,2.714431312,2.694043459,2.660843828,2.605243902,2.527243678,2.426843157,2.30404234,2.158841226,1.991239815,1.801238108,1.588836104,1.364078238,1.157097816,0.973373622,0.812905654,0.675693914,0.561738401,0.471039115,0.403596057,0.359409225,0.339176308
399,-69.47916711,-38.22601675,4,169.5,0.445864868,93.92590487,5068.8018,1107.057,784.336,681.408,575.248,1736.6775,1574.154,9.114224387,8.489149425,7.295824498,5.534249605,3.493087291,2.038325185,1.327415585,1.36035849,1.907148987,2.277772337,2.346771317,2.114145925,1.675374245,1.316890523,1.090773714,0.997023817,0.99833845,0.982810458,0.930093087,0.840186337,0.725715009,0.624553505,0.543588081,0.482818736,0.442245471,0.421868285,0.421687178,0.441702151,0.481913204,0.542320335,0.61675157,0.686690977,0.748772023,0.80299471,0.849359036,0.887865001,0.918512606,0.941301851,0.956232736,0.963069509
400,-119.5708336,65.70731616,6,141.6,0.331176987,94.70533864,28193.8464,38009.405,29480.8368,23338.665,24483.285,48727.656,61363.56,9.06851356,8.380528524,7.067102548,5.12823563,2.861810519,1.161475457,0.194539202,0.004820073,0.242881818,0.511744216,0.650006585,0.657668924,0.567818654,0.479718032,0.411414742,0.362908785,0.328709255,0.292343437,0.250816294,0.204127824,0.15589736,0.116982896,0.089358612,0.073024509,0.067980587,0.074226846,0.091763285,0.120589905,0.160706706,0.212113687,0.27097251,0.325768158,0.374406992,0.416889011,0.453214216,0.483382607,0.507394183,0.525248944,0.536946892,0.54230332
401,-61.23750048,-35.24268343,9,559.6,0.46360363,300.1674087,4831.38,3139.92,1982.8666,1494.1498,1033.032,1946.994,2067.492,44.12192753,40.86305683,34.6415764,25.45748625,14.74933712,6.832781318,2.492482878,1.728441805,3.565027872,5.075350397,5.727247439,5.520718998,4.66003488,3.758004501,2.926047758,2.164164648,1.511100885,1.083093603,0.901276826,0.965650555,1.211891203,1.447028006,1.635975372,1.778733301,1.875301792,1.925680847,1.929870464,1.887870644,1.799681387,1.665302692,1.498767119,1.342172342,1.203172483,1.081767544,0.977957523,0.891742421,0.823122237,0.772096973,0.738666627,0.723359048
402,44.05416577,54.35731621,9,384.1,0.265921288,281.9596333,4542.1824,1535.0832,678.304,552.8328,458.49,1023.744,951.327,22.06271811,20.50854194,17.54147833,13.16152728,8.001625862,3.960585231,1.383643785,0.270801522,0.292654497,0.460990871,0.596135764,0.698089176,0.765284304,0.793020741,0.780443865,0.727553679,0.643974899,0.558581678,0.476623862,0.398101451,0.324677704,0.261342397,0.209002762,0.167658799,0.137310508,0.117957889,0.109600943,0.112239668,0.125874065,0.150504135,0.182951253,0.213679548,0.240955226,0.264778286,0.285148729,0.302066554,0.315531762,0.325544353,0.332104326,0.335108103
403,-112.4041669,36.97398294,8,100.2,0.599926453,40.08736941,3102.6114,1853.2584,1389.3264,1079.73,868.434,1611.4575,1232.616,2.721717769,2.819153963,3.005168514,3.279761424,3.567795393,3.643858528,3.466966847,3.037120351,2.427998907,1.860642114,1.37523899,0.971789536,0.656720883,0.449314424,0.353075868,0.368005216,0.463671673,0.548782866,0.606740179,0.637543612,0.646215407,0.647822287,0.645103657,0.638059515,0.626689863,0.610994701,0.590974027,0.566627843,0.537956148,0.504958943,0.469399423,0.436567176,0.407423945,0.381969731,0.360204534,0.342128353,0.327741189,0.317043041,0.310033909,0.306824465
404,3.895832598,7.082316397,1,416.2,0.381248665,257.5243056,2830.828,1379.9388,1060.0016,824.976,759.22,1509.102,1062,23.26621831,22.16525167,20.06340627,16.9606821,13.19982071,9.809046755,6.975310164,4.698610937,2.982666166,1.838627118,1.268521298,1.272348706,1.678859183,1.97430226,2.065268759,1.95175868,1.699701062,1.506883016,1.409265837,1.406849524,1.472867191,1.527018177,1.554702362,1.555919746,1.530670328,1.478954109,1.40077109,1.296121269,1.165004646,1.007421223,0.833184573,0.671735418,0.528426618,0.403258172,0.296230081,0.207342344,0.136594962,0.083987934,0.049521261,0.033739152
405,57.87916572,37.38231628,8,48.6,0.508757133,23.87440334,1633.9644,1151.0928,900.3456,757.9968,631.3088,1312.794,989.352,3.25665689,3.114906641,2.844292528,2.444814552,1.967157954,1.563378457,1.261122555,1.060390248,0.934054322,0.800733126,0.645629997,0.468744936,0.290590728,0.172705731,0.126278736,0.151309744,0.225853745,0.284075704,0.314005617,0.315643483,0.295364612,0.27229493,0.249911878,0.228215457,0.207205666,0.186882505,0.167245975,0.148296076,0.130032806,0.112456167,0.095788191,0.080694973,0.067297623,0.055596139,0.045590523,0.037280774,0.030666892,0.025748877,0.02252673,0.021051325
406,91.32916558,67.27398282,7,187.2,0.378123627,116.415257,18923.658,4099.4616,2836.7398,3000.76,2390.499,7383.0375,1333.9655,17.17728177,15.92396345,13.53126486,9.99918598,5.844266966,2.616128261,0.596519036,0,0,0.091721667,0.206224444,0.243539595,0.22196815,0.196413189,0.176857092,0.163299859,0.154964268,0.149518657,0.146539086,0.146025557,0.147102011,0.147140279,0.145662511,0.142668706,0.138158865,0.132132988,0.124591075,0.115533125,0.10495914,0.092869118,0.079892586,0.067918122,0.057289103,0.04800553,0.040067402,0.033474719,0.028227482,0.02432569,0.021769344,0.020598807
407,19.62083253,10.81564972,2,160.1,0.388712769,97.86708568,1679.3568,1416.6912,1187.424,1074.3824,917.8536,1834.756,1272.804,2.564571383,2.654081465,2.824964349,3.077220035,3.345729281,3.435134363,3.309915694,2.970073275,2.485151471,2.063783378,1.743902285,1.525508194,1.37858075,1.213058891,1.012567878,0.777107711,0.535923767,0.376752174,0.315544957,0.352302115,0.461830321,0.568549595,0.658718123,0.732335903,0.789402937,0.829919225,0.853884766,0.86129956,0.852163607,0.826476907,0.788773438,0.752655127,0.720595054,0.692593217,0.668649618,0.648764256,0.632937131,0.621168244,0.613457593,0.609926927
408,-3.987500704,6.532316399,1,785.2,0.393112144,476.5283445,3193.008,1409.562,986.0928,813.9516,731.5712,1482.888,1264.032,49.62554916,47.03893812,42.05294146,34.69266068,25.93291018,18.69813315,13.52004655,10.39865038,8.85276173,7.438831886,5.894397448,4.219458415,2.573317475,1.433882693,0.888046444,0.935808727,1.415980411,1.844994098,2.134928442,2.285783443,2.322959549,2.322658103,2.298733893,2.251186921,2.180017185,2.085224686,1.966809424,1.824771399,1.659110611,1.469827059,1.266749721,1.079365527,0.913035737,0.767760351,0.643539368,0.54037279,0.458260615,0.397202844,0.357199476,0.338882145
409,173.2958319,65.23231616,7,167.4,0.494743462,84.57994446,4261.152,1630.674,2849.1342,4973.2956,3016.08,9138.24,1463.2485,18.66458928,17.39265489,14.96441651,11.37987414,7.144937185,3.777333875,1.553014795,0.471979944,0.287343403,0.258447416,0.250626937,0.263881966,0.289203671,0.29956556,0.290053724,0.260668164,0.217074648,0.176270482,0.141346085,0.112301458,0.088846685,0.070112021,0.055939329,0.046328611,0.041279865,0.040793092,0.044868293,0.053505466,0.066704612,0.084465732,0.105304118,0.124765654,0.142040501,0.157128659,0.170030127,0.180744905,0.189272994,0.195614394,0.199769104,0.201671524
410,116.7208321,43.24064959,4,212.3,0.454494368,115.8108457,625.6668,393.3684,343.072,227.012,184.0896,649.276,565.728,13.76220943,12.78706062,10.92541291,8.17726628,4.978692055,2.637904171,1.392759709,1.243258667,1.875964749,2.350569062,2.496106352,2.312576619,1.898412452,1.548911617,1.317764615,1.204971448,1.175899049,1.12664822,1.038328197,0.910938981,0.758632323,0.623863475,0.514351574,0.430096621,0.371098615,0.337357556,0.328873445,0.345646281,0.387676064,0.454962794,0.539969548,0.620085553,0.69119976,0.753312168,0.806422779,0.85053159,0.885638604,0.911743819,0.928847236,0.9366788
411,-79.3875004,42.98231625,9,548.3,0.301308594,383.0924979,4702.608,1695.694,981.558,849.4872,668.736,1206.575,1057.32,10.72081369,10.52248826,10.143867,9.584949889,8.853341398,7.971854896,6.94463827,5.771691519,4.523473121,3.411358509,2.47377958,1.710736332,1.131868527,0.766095446,0.618675141,0.68960761,0.914095894,1.097749116,1.205223478,1.23651898,1.208610309,1.172421523,1.13721154,1.102980361,1.069727985,1.037454414,1.006159646,0.975843682,0.946506522,0.918148165,0.89115778,0.866702864,0.844995692,0.826036264,0.809824578,0.796360636,0.785644437,0.777675982,0.772455269,0.770064733
412,93.53749891,65.57398283,6,221.8,0.305018654,154.1468625,16242.8676,10899.3768,10914.3,11225.356,11406.4192,21030.75,21567.6345,5.912409726,5.632933249,5.099387249,4.311771725,3.358607175,2.505455091,1.800599381,1.244040045,0.82420809,0.506396532,0.284295012,0.15790353,0.11045565,0.091652064,0.092347442,0.112541785,0.145676225,0.172074158,0.18815802,0.19392781,0.191594669,0.187792017,0.183725931,0.179396411,0.174803456,0.169947067,0.164827245,0.159443987,0.153797296,0.147887171,0.141906805,0.136435783,0.131579482,0.127337902,0.123711045,0.120698909,0.118301494,0.116518802,0.11535083,0.114816023
413,102.6124989,15.94898303,9,523.7,0.351971626,339.3724595,3222.9624,1538.7856,1016.158,844.4736,759.6288,1720.488,1160.115,10.16745182,10.20471394,10.27585071,10.38086214,10.41440121,10.06042687,9.2614771,8.01755191,6.46124535,4.990339573,3.677158607,2.521702454,1.566858752,0.941290423,0.668390726,0.748159659,1.081879557,1.373397414,1.568867232,1.66828901,1.69099474,1.694980396,1.690790701,1.678425655,1.657885257,1.629169509,1.592278409,1.547211958,1.493970156,1.432553003,1.366272126,1.305062403,1.250730178,1.203275449,1.162698218,1.128998483,1.102176245,1.082231504,1.06916426,1.063180837
414,125.7208321,11.05731638,1,30.4,0.319890404,20.67533172,3721.308,1855.278,1301.5296,1014.768,879.5344,1943.37,1596.69,1.688207058,1.565968394,1.332603672,0.988112892,0.585752545,0.285292102,0.115780557,0.077217912,0.133816369,0.178212539,0.190885805,0.171836169,0.130701179,0.096393488,0.07416994,0.064030535,0.062788313,0.06088239,0.056574422,0.049864411,0.041571794,0.03415488,0.028060638,0.023289065,0.019840163,0.017713931,0.016910369,0.017429478,0.019271257,0.022435706,0.026536031,0.03041185,0.033852183,0.036857031,0.039426394,0.041560272,0.043258665,0.044521572,0.045348994,0.045727866
415,18.69583254,52.07398288,9,532.9,0.253447876,397.8376269,15045.272,7784.5824,6517.7112,5048.9082,3846.7348,6915.311,4599.7875,10.35497847,9.938389241,9.143082523,7.969058321,6.546293558,5.264719004,4.195231163,3.337830035,2.673375413,2.144446676,1.740603711,1.461846519,1.276456438,1.089277482,0.883008562,0.65764968,0.438486353,0.301375134,0.260108125,0.314685325,0.439257204,0.556275172,0.651639485,0.725350143,0.777407146,0.807810493,0.816560186,0.803656223,0.769098606,0.712887333,0.6414516,0.57407899,0.514276336,0.462043638,0.417380896,0.380288111,0.350765282,0.328812409,0.314429492,0.30784363
416,96.0124989,72.98231613,7,137.2,0.492006721,69.69667788,18567.2826,4049.3376,2967.345,2932.16,2129.76,6956.481,1419.66,14.74651434,13.80097128,11.99584363,9.331131387,6.169230621,3.597329551,1.813098763,0.816538257,0.452618466,0.25625069,0.142873347,0.112486437,0.142710322,0.16640609,0.171366666,0.157592049,0.130988377,0.109274058,0.095670623,0.090178071,0.090756075,0.091283651,0.090647894,0.088848805,0.085886381,0.081760625,0.076471536,0.070019113,0.062403357,0.053624268,0.044153953,0.035408734,0.027646124,0.020866123,0.01506873,0.010253947,0.006421772,0.003572206,0.00170525,0.00085038
417,109.8624988,56.44064953,7,256.5,0.296221313,180.5192332,7787.8944,2249.856,1310.742,958.464,880.1856,1667.442,839.0255,16.40349434,15.14597633,12.74526014,9.201345753,5.058637394,1.950347697,0.232077993,0,0.264242773,0.734247109,0.947280016,0.903341494,0.670939899,0.455600303,0.294690899,0.188211687,0.129225085,0.096918338,0.087507312,0.100992005,0.13128428,0.160119724,0.184177534,0.20345771,0.217960252,0.227685161,0.232632435,0.232802076,0.228194082,0.218808455,0.205997355,0.193817262,0.183005719,0.173562725,0.165488282,0.158782388,0.153445044,0.14947625,0.146876005,0.145685367
418,101.4291655,61.89898284,6,300,0.385560074,184.3319778,18482.9232,4323.7062,3623.6376,2963.4264,1579.5448,6700.737,1593.9,7.708707613,7.498967676,7.098555068,6.507469791,5.769993933,5.018973767,4.278563161,3.548762114,2.871769198,2.374180134,2.079012324,1.986265768,2.015738167,1.926822623,1.675772428,1.26258758,0.759631589,0.38399498,0.175148758,0.133092923,0.218283087,0.312086084,0.392932249,0.46082158,0.51575408,0.557729746,0.586748579,0.60281058,0.605915748,0.596064084,0.576579372,0.557432967,0.540437844,0.525594002,0.512901442,0.502360163,0.493970166,0.48773145,0.483644015,0.4817724
419,54.78749906,61.94898284,6,432.2,0.419756393,250.7812869,6524.6816,2012.9664,1098.2304,729,787.455,970.288,727.272,15.46624711,14.75394114,13.39408428,11.38667654,8.965164672,6.829888933,5.108183917,3.800049624,2.846009335,2.067632886,1.43247843,0.940545967,0.58647297,0.354171853,0.240717604,0.24611022,0.337425384,0.415890133,0.463545749,0.480392231,0.472915173,0.460571357,0.446898379,0.43189624,0.415564939,0.397904476,0.378914851,0.358596065,0.336948117,0.313971007,0.290488965,0.268974679,0.249877728,0.233198113,0.218935834,0.20709089,0.197663281,0.190653008,0.186060071,0.183956989
420,-53.80416717,-16.22601684,2,846,0.318015995,576.9584682,2886.8316,1412.6112,997.542,797.732,762.7536,1592.6715,1213.65,31.20347898,29.1230487,25.15131817,19.28828738,12.488558,7.615934995,5.191110173,5.214083537,6.933828651,8.097266205,8.294745415,7.526266281,6.101269745,4.948078629,4.235478901,3.963470561,3.995461918,3.921677898,3.667613944,3.233270056,2.679033622,2.186066813,1.787308204,1.482757796,1.272415588,1.156281581,1.134355774,1.206638168,1.373128763,1.633827558,1.960408054,2.26789075,2.540824828,2.77921029,2.983047133,3.152335359,3.287074968,3.387265958,3.452908332,3.482965629
421,44.80416577,52.41564955,9,346.6,0.559349136,152.7295895,7136.0288,3972.2904,2554.338,1740.6544,1148.139,2177.28,1399.169,31.8273755,30.06968448,26.71409255,21.76059969,15.8844948,11.11164448,7.81038814,5.980725772,5.264388863,4.586571867,3.751855596,2.76024005,1.728925253,1.00951128,0.665925416,0.698167663,1.003221117,1.272035071,1.448418487,1.532371365,1.541100203,1.526224495,1.497129601,1.453815523,1.39628226,1.324529813,1.238558181,1.138367365,1.023957364,0.895328178,0.75871941,0.632849868,0.521122971,0.423538719,0.340097113,0.270798151,0.215641835,0.174628164,0.147757138,0.135453037
422,-64.25416713,9.390649721,8,746.9,0.402618103,446.1845389,3931.0232,1882.5048,1325.0052,1064.7208,862.083,1886.157,1668.03,16.14662322,16.22815881,16.38381767,16.6135998,16.73092837,16.17607287,14.84726414,12.74450216,10.11288945,7.687733464,5.602726491,3.857868527,2.496050794,1.645946966,1.330952255,1.55106666,2.156158752,2.695834237,3.088203243,3.33326577,3.455690161,3.529481437,3.568095059,3.571531026,3.539789338,3.472869996,3.370772998,3.233498346,3.061046038,2.853416076,2.62361192,2.410643952,2.221604969,2.056494971,1.915313959,1.798061932,1.70473889,1.635344833,1.589879761,1.569061544
